File,File Index,Sub File Index,Call Index,Abs. Start Time,Abs. End Time,Rel. Start Time,Rel. End Time,Call Length,Call Type,File Start Time
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,0,0,0.000585938,0.047265625,0.000585938,0.047265625,0.046679688,Trill,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,1,1,0.0640625,0.110742188,0.0640625,0.110742188,0.046679688,Trill,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,2,2,0.127148438,0.180078125,0.127148438,0.180078125,0.052929688,Trill,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,3,3,0.209765625,0.298828125,0.209765625,0.298828125,0.0890625,Trill,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,4,4,0.31706235,0.336376586,0.31706235,0.336376586,0.019314236,Trill,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,5,5,0.362053048,0.381388985,0.362053048,0.381388985,0.019335938,Upward Ramp,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,6,6,0.404240548,0.42084211,0.404240548,0.42084211,0.016601562,Upward Ramp,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,7,7,0.453849923,0.469474923,0.453849923,0.469474923,0.015625,Upward Ramp,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,8,8,0.494865548,0.53881086,0.494865548,0.53881086,0.043945313,Trill,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,9,9,0.566625938,0.624438438,0.566625938,0.624438438,0.0578125,Flat/Trill Combination,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,10,10,0.641408448,0.65794624,0.641408448,0.65794624,0.016537792,Inverted U,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,11,11,0.689353204,0.711618829,0.689353204,0.711618829,0.022265625,Inverted U,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,12,12,0.743156013,0.832609138,0.743156013,0.832609138,0.089453125,Flat/Trill Combination,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,13,13,0.856437263,0.8835857,0.856437263,0.8835857,0.027148437,Trill,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,14,14,0.914327919,0.957296669,0.914327919,0.957296669,0.04296875,Trill,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,15,15,0.979677167,0.996278729,0.979677167,0.996278729,0.016601563,Step Up,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,16,16,1.023005504,1.039607067,1.023005504,1.039607067,0.016601563,Step Up,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,17,17,1.064866778,1.095921465,1.064866778,1.095921465,0.031054687,Trill,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,18,18,1.128213067,1.180166192,1.128213067,1.180166192,0.051953125,Trill,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,19,19,1.217122382,1.231281758,1.217122382,1.231281758,0.014159376,Short,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,20,20,1.250730762,1.286082324,1.250730762,1.286082324,0.035351563,Multi-Step,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,21,21,1.31216082,1.348180835,1.31216082,1.348180835,0.036020015,Trill,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,22,22,1.375305881,1.420618381,1.375305881,1.420618381,0.0453125,Trill,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,23,23,1.446942834,1.470966271,1.446942834,1.470966271,0.024023438,Flat,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,24,24,1.493914995,1.515281976,1.493914995,1.515281976,0.021366981,Inverted U,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,25,25,1.545380334,1.553778771,1.545380334,1.553778771,0.008398438,Inverted U,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,26,26,1.577411584,1.594989709,1.577411584,1.594989709,0.017578125,Step Up,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,27,27,1.620723935,1.65080206,1.620723935,1.65080206,0.030078125,Upward Ramp,0
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\full - 1\wav_section - 3.wav,0,28,28,1.671700498,1.711348935,1.671700498,1.711348935,0.039648438,Flat,0
