File,File Index,Sub File Index,Call Index,Abs. Start Time,Abs. End Time,Rel. Start Time,Rel. End Time,Call Length,Call Type,File Start Time
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 1.wav,1,0,0,4.151443452,4.197537202,0.013463452,0.059557202,0.04609375,Step Up,4.13798
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 1.wav,1,1,1,4.737968225,4.764335412,0.599988225,0.626355412,0.026367188,Complex,4.13798
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 1.wav,1,2,2,5.001682089,5.05298733,0.863702089,0.91500733,0.051305241,Upward Ramp,4.13798
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 1.wav,1,3,3,5.386707047,5.445105485,1.248727047,1.307125485,0.058398438,Upward Ramp,4.13798
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 1.wav,1,4,4,5.649597672,5.72674611,1.511617672,1.58876611,0.077148438,Upward Ramp,4.13798
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 1.wav,1,5,5,5.995352568,6.04135037,1.857372568,1.90337037,0.045997803,Upward Ramp,4.13798
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 1.wav,1,6,6,6.257107029,6.315114842,2.119127029,2.177134842,0.058007812,Flat/Trill Combination,4.13798
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 1.wav,1,7,7,6.422752381,6.653162188,2.284772381,2.515182188,0.230409808,Split,4.13798
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 1.wav,1,8,8,6.73485722,6.80595097,2.59687722,2.66797097,0.07109375,Step Up,4.13798
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 1.wav,1,9,9,6.896427297,7.039459481,2.758447297,2.901479481,0.143032184,Split,4.13798
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 1.wav,1,10,10,7.111771456,7.160422978,2.973791456,3.022442978,0.048651522,Step Down,4.13798
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 1.wav,1,11,11,7.929577311,7.961261338,3.791597311,3.823281338,0.031684028,Inverted U,4.13798
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 1.wav,1,12,12,8.220375922,8.25878738,4.082395922,4.12080738,0.038411458,Inverted U,4.13798
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 2.wav,2,0,13,8.370391543,8.439922793,0.038111543,0.107642793,0.06953125,Inverted U,8.33228
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 2.wav,2,1,14,8.725663891,8.755351391,0.393383891,0.423071391,0.0296875,Multi-Step,8.33228
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 2.wav,2,2,15,8.867769892,8.91679333,0.535489892,0.58451333,0.049023437,Inverted U,8.33228
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 2.wav,2,3,16,9.627053515,9.658108203,1.294773515,1.325828203,0.031054687,Upward Ramp,8.33228
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 2.wav,2,4,17,9.890273397,9.927728523,1.557993397,1.595448523,0.037455126,Upward Ramp,8.33228
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 2.wav,2,5,18,10.47675056,10.51796149,2.144470555,2.185681493,0.041210938,Upward Ramp,8.33228
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 2.wav,2,6,19,10.91062013,10.96658534,2.578340131,2.634305342,0.055965211,Inverted U,8.33228
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 2.wav,2,7,20,11.18694772,11.20844285,2.854667721,2.876162848,0.021495127,Complex,8.33228
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 2.wav,2,8,21,11.30750675,11.35227892,2.975226752,3.019998921,0.044772169,Inverted U,8.33228
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 2.wav,2,9,22,11.5466977,11.60760055,3.214417695,3.275320555,0.06090286,Upward Ramp,8.33228
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 2.wav,2,10,23,11.71157233,11.77791532,3.379292333,3.445635318,0.066342985,Inverted U,8.33228
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 2.wav,2,11,24,12.15621776,12.22521446,3.823937758,3.892934462,0.068996704,Inverted U,8.33228
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 2.wav,2,12,25,12.38540811,12.42603311,4.053128109,4.093753109,0.040625,Complex,8.33228
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 3.wav,3,0,26,12.53203564,12.7455122,0.00545564,0.218932202,0.213476563,Composite,12.52658
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 3.wav,3,1,27,13.03764484,13.05737141,0.511064844,0.530791407,0.019726562,Short,12.52658
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 3.wav,3,2,28,13.74110836,13.76220211,1.214528363,1.235622113,0.02109375,Inverted U,12.52658
F:\mide\rat_chat\data\sams_secret_spectral_stash\round_1\COLLECTION_FOR_FIRST_USE_COPIES\partial - 1\wav_section - 3.wav,3,3,29,14.28879615,14.33059302,1.762216147,1.804013022,0.041796875,Upward Ramp,12.52658
